Data_Notificacao,Infectados_Dengue_GISSA,Infectados_7,Infectados_14,Infectados_21,Infectados_28,Infectados_35,Precipitacao,Precipitacao_7,Precipitacao_14,Precipitacao_21,Precipitacao_28,Precipitacao_35,Evaporacao_Piche,Evaporacao_7,Evaporacao_14,Evaporacao_21,Evaporacao_28,Evaporacao_35,Umidade_Relativa_Media,Temp_Maxima,Temp_Comp_Media,Temp_Minima,Insolacao,Insolacao_7,Insolacao_14,Insolacao_21,Insolacao_28,Insolacao_35,Velocidade_Vento_Media,Vel_vento_7,Vel_vento_14,Vel_vento_21,Vel_vento_28,Vel_vento_35,IDH,Populacao,Populacao_Sexo_Feminino,Populacao_Sexo_Masculino,Idade<15,Idade-15-64,Idade>65,Densidade_Demografica,Populacao_urbana,Populacao_Rural,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
5/10/2017,2,14,31,50,68,86,0,0,0,0,0,7.4,7.1,40.1,84.1,130.9,171.2,211.3,66.75,32.4,27.9,24.3,10.6,64.2,128.3,201.3,270.9,338.3,3.466667,26.533332,52.799999,78.466666,101.766665,124.899999,0.682,2639181,1403727,1235455,595904,1869666,173611,8448,2639181,0,7,8,20,31,23,19,14,13,16,18
6/10/2017,2,14,31,49,67,85,0,0,0,0,0,7.4,7.2,41.7,84.7,132.6,174.6,212.8,67.75,33,27.66,23.8,9.5,70.5,128.2,201.5,272.3,339,4.166667,26.266666,52.699999,78.633333,101.899999,125.899999,0.682,2639181,1403727,1235455,595904,1869666,173611,8448,2639181,0,7,8,23,32,20,20,12,14,17,18
7/10/2017,3,14,31,48,67,84,0,0,0,0,0,7.4,7.1,43.4,85.3,132.8,176.1,216.7,66.75,32.9,27.64,24.2,10.7,69.6,129.7,200.3,271.3,338.1,3.166667,27.5,53.366666,80.066667,103.333333,126.133333,0.682,2639181,1403727,1235455,595904,1869666,173611,8448,2639181,0,7,8,26,33,17,21,10,15,18,17
8/10/2017,3,15,31,48,68,85,0,0,0,0,0,7.4,8.1,44.5,86.7,131.8,177.2,217.7,69.5,31.5,27.64,24.1,10.4,69.6,130.8,200.4,271.5,339.4,3.566667,26.833334,52.766666,78.933334,102.866667,125.966667,0.682,2639645,1403973,1235672,596009,1869995,173642,8449,2639645,0,7,9,28,33,16,20,10,16,18,16
9/10/2017,2,16,31,48,68,86,0,0,0,0,0,7.4,6.3,46.2,88.4,133.3,179.1,219.5,74,31.8,27.58,25.1,9.3,69.4,130.5,200.1,271.5,339.2,3.466667,26.633334,52.366666,79.100001,102.700001,126.233334,0.682,2639645,1403973,1235672,596009,1869995,173642,8449,2639645,0,7,11,29,32,16,19,10,17,17,16
10/10/2017,2,16,30,47,67,86,0,0,0,0,0,7.4,6,45.7,87.7,133.1,179.2,218.9,70.5,31.2,27.4,24.4,10.8,69.5,129.2,199,270.3,339.2,3.533333,25.700001,51.433333,78.866668,103.366668,125.333334,0.682,2639645,1403973,1235672,596009,1869995,173642,8449,2639645,0,8,14,29,29,17,18,10,17,17,16
11/10/2017,2,16,30,47,67,85,1.2,0,0,0,0,7.4,6,46.4,88.6,132.8,178.2,218.7,80.75,30,26.34,24.2,4.5,71.5,129.4,199.4,270.9,339.5,2.533333,25.500001,51.433333,78.133334,103.533334,125.3,0.682,2639645,1403973,1235672,596009,1869995,173642,8449,2639645,0,8,17,30,26,18,16,12,16,18,15
12/10/2017,2,16,30,47,66,84,1.2,1.2,1.2,1.2,1.2,1.2,3.7,47.8,87.9,131.9,178.7,219,77.5,32.8,27.06,24.3,8.1,65.8,130,194.1,267.1,336.7,2.866667,23.900001,50.433333,76.7,102.366667,125.666666,0.682,2639645,1403973,1235672,596009,1869995,173642,8449,2639645,0,8,20,31,23,19,14,13,16,18,14
13/10/2017,1,16,30,47,65,83,0,2.4,2.4,2.4,2.4,2.4,5.2,44.4,86.1,129.1,177,219,70,32,27.6,23.9,10.5,63.3,133.8,191.5,264.8,335.6,3.666667,23.300001,49.566667,76,101.933334,125.2,0.682,2639645,1403973,1235672,596009,1869995,173642,8449,2639645,0,8,23,32,20,20,12,14,17,18,12
14/10/2017,1,15,29,46,63,82,0,2.4,2.4,2.4,2.4,2.4,6.7,42.4,85.8,127.7,175.2,218.5,73.5,31.6,27.4,24.2,8.5,64.3,133.9,194,264.6,335.6,3.366667,22.800001,50.300001,76.166667,102.866668,126.133334,0.682,2639645,1403973,1235672,596009,1869995,173642,8449,2639645,0,8,26,33,17,21,10,15,18,17,11
15/10/2017,1,13,28,44,61,81,1,2.4,2.4,2.4,2.4,2.4,5.3,42,86.5,128.7,173.8,219.2,77.5,29.9,27.12,25.1,4.9,62.1,131.7,192.9,262.5,333.6,3.3,23.000001,49.833335,75.766667,101.933335,125.866668,0.682,2640109,1404220,1235889,596114,1870324,173672,8451,2640109,0,9,28,33,16,20,10,16,18,16,10
16/10/2017,1,11,27,42,59,79,2,3.4,3.4,3.4,3.4,3.4,3.7,39.2,85.4,127.6,172.5,218.3,78.25,31.1,26.84,24.1,6.8,56.6,126,187.1,256.7,328.1,3.533333,22.733334,49.366668,75.1,101.833335,125.433335,0.682,2640109,1404220,1235889,596114,1870324,173672,8451,2640109,0,11,29,32,16,19,10,17,17,16,11
17/10/2017,1,10,26,40,57,77,4.4,5.4,5.4,5.4,5.4,5.4,4.5,36.6,82.3,124.3,169.7,215.8,76.75,31.4,27.24,24.4,9.3,54.1,123.6,183.3,253.1,324.4,3.2,22.8,48.500001,74.233333,101.666668,126.166668,0.682,2640109,1404220,1235889,596114,1870324,173672,8451,2640109,0,14,29,29,17,18,10,17,17,16,13
18/10/2017,1,9,25,39,56,76,0.2,9.8,9.8,9.8,9.8,9.8,5.2,35.1,81.5,123.7,167.9,213.3,75,31.3,27.28,24.4,10.2,52.6,124.1,182,252,323.5,3.566667,22.466667,47.966668,73.9,100.600001,126.000001,0.682,2640109,1404220,1235889,596114,1870324,173672,8451,2640109,0,17,30,26,18,16,12,16,18,15,15
19/10/2017,1,8,24,38,55,74,0,8.8,10,10,10,10,6.6,34.3,82.1,122.2,166.2,213,68,31.8,28,25.2,10.4,58.3,124.1,188.3,252.4,325.4,4.5,23.500001,47.400002,73.933334,100.200001,125.866668,0.682,2640109,1404220,1235889,596114,1870324,173672,8451,2640109,0,20,31,23,19,14,13,16,18,14,18
20/10/2017,1,7,23,37,54,72,0,7.6,10,10,10,10,7.6,37.2,81.6,123.3,166.3,214.2,73,31.6,28.06,26.1,9,60.6,123.9,194.4,252.1,325.4,3.933333,25.133334,48.433335,74.700001,101.133334,127.066668,0.682,2640109,1404220,1235889,596114,1870324,173672,8451,2640109,0,23,32,20,20,12,14,17,18,12,21
21/10/2017,1,7,22,36,53,70,0,7.6,10,10,10,10,6.2,39.6,82,125.4,167.3,214.8,70.25,32.1,28.1,25.5,10.6,59.1,123.4,193,253.1,323.7,3.866667,25.4,48.200001,75.700001,101.566667,128.266668,0.682,2640109,1404220,1235889,596114,1870324,173672,8451,2640109,0,26,33,17,21,10,15,18,17,11,24
22/10/2017,1,7,20,35,51,68,0,7.6,10,10,10,10,7.6,39.1,81.1,125.6,167.8,212.9,66.75,33.4,28.4,25.4,10,61.2,123.3,192.9,254.1,323.7,4.033333,25.9,48.900001,75.733335,101.666667,127.833335,0.682,2640573,1404467,1236106,596218,1870652,173703,8452,2640573,0,28,33,16,20,10,16,18,16,10,26
23/10/2017,1,7,18,34,49,66,0,6.6,10,10,10,10,8,41.4,80.6,126.8,169,213.9,70.5,33.2,27.78,23.3,10.9,66.3,122.9,192.3,253.4,323,3.266667,26.633333,49.366667,76.000001,101.733333,128.466668,0.682,2640573,1404467,1236106,596218,1870652,173703,8452,2640573,0,29,32,16,19,10,17,17,16,11,26
24/10/2017,2,7,17,33,47,64,0,4.6,10,10,10,10,7.1,45.7,82.3,128,170,215.4,73.5,32.5,28.12,25.5,10.2,70.4,124.5,194,253.7,323.5,3.833333,26.366667,49.166667,74.866668,100.6,128.033335,0.682,2640573,1404467,1236106,596218,1870652,173703,8452,2640573,0,29,29,17,18,10,17,17,16,13,24
25/10/2017,1,8,17,33,47,64,0,0.2,10,10,10,10,6.1,48.3,83.4,129.8,172,216.2,68.5,33.8,28.46,24.5,10.8,71.3,123.9,195.4,253.3,323.3,4.033333,27,49.466667,74.966668,100.9,127.600001,0.682,2640573,1404467,1236106,596218,1870652,173703,8452,2640573,0,30,26,18,16,12,16,18,15,15,22
26/10/2017,1,8,16,32,46,63,0,0,8.8,10,10,10,7.1,49.2,83.5,131.3,171.4,215.4,70.75,33.6,28.52,25,8.5,71.9,130.2,196,260.2,324.3,4.3,27.466666,50.966667,74.866668,101.4,127.666667,0.682,2640573,1404467,1236106,596218,1870652,173703,8452,2640573,0,31,23,19,14,13,16,18,14,18,20
27/10/2017,1,8,15,31,45,62,0,0,7.6,10,10,10,6.2,49.7,86.9,131.3,173,216,74.5,32.8,28.24,25.5,9.9,70,130.6,193.9,264.4,322.1,3.833333,27.266666,52.4,75.700001,101.966667,128.4,0.682,2640573,1404467,1236106,596218,1870652,173703,8452,2640573,0,32,20,20,12,14,17,18,12,21,19
28/10/2017,1,8,15,30,44,61,0,0,7.6,10,10,10,6.2,48.3,87.9,130.3,173.7,215.6,77.5,32.4,27.66,25.3,8.1,70.9,130,194.3,263.9,324,3.3,27.166666,52.566666,75.366667,102.866667,128.733333,0.682,2640573,1404467,1236106,596218,1870652,173703,8452,2640573,0,33,17,21,10,15,18,17,11,24,19
29/10/2017,2,8,15,28,43,59,0,0,7.6,10,10,10,4.9,48.3,87.4,129.4,173.9,216.1,76,32.4,28.2,25.4,9.1,68.4,129.6,191.7,261.3,322.5,3.466667,26.599999,52.499999,75.5,102.333334,128.266666,0.682,2641037,1404714,1236324,596323,1870981,173733,8454,2641037,0,33,16,20,10,16,18,16,10,26,19
30/10/2017,3,9,16,27,43,58,0.7,0,6.6,10,10,10,5,45.6,87,126.2,172.4,214.6,76.5,31.5,27.68,25.1,10.1,67.5,133.8,190.4,259.8,320.9,3.066667,26.033333,52.666666,75.4,102.033334,127.766666,0.682,2641037,1404714,1236324,596323,1870981,173733,8454,2641037,0,32,16,19,10,17,17,16,11,26,20
31/10/2017,5,11,18,28,44,58,0,0.7,5.3,10.7,10.7,10.7,4.9,42.6,88.3,124.9,170.6,212.6,73.5,32,27.94,25.4,10.1,66.7,137.1,191.2,260.7,320.4,3.033333,25.833333,52.2,75,100.700001,126.433333,0.682,2641037,1404714,1236324,596323,1870981,173733,8454,2641037,0,29,17,18,10,17,17,16,13,24,22
1/11/2017,4,14,22,31,47,61,0,0.7,0.9,10.7,10.7,10.7,5.1,40.4,88.7,123.8,170.2,212.4,72.75,32.8,28.08,24.4,10.8,66.6,137.9,190.5,262,319.9,2.966667,25.033333,52.033333,74.5,100.000001,125.933333,0.682,2641037,1404714,1236324,596323,1870981,173733,8454,2641037,0,26,18,16,12,16,18,15,15,22,24
2/11/2017,4,17,25,33,49,63,0,0.7,0.7,9.5,10.7,10.7,3.3,39.4,88.6,122.9,170.7,210.8,74.75,31.9,27.98,24.8,9.8,66.6,138.5,196.8,262.6,326.8,3.033333,23.966667,51.433333,74.933334,98.833335,125.366667,0.682,2641037,1404714,1236324,596323,1870981,173733,8454,2641037,0,23,19,14,13,16,18,14,18,20,27
3/11/2017,4,20,28,35,51,65,0,0.7,0.7,8.3,10.7,10.7,4.9,35.6,85.3,122.5,166.9,208.6,72.5,32.2,28.16,26,8.9,67.9,137.9,198.5,261.8,332.3,3.4,22.7,49.966666,75.1,98.400001,124.666667,0.682,2641037,1404714,1236324,596323,1870981,173733,8454,2641037,0,20,20,12,14,17,18,12,21,19,28
4/11/2017,4,23,31,38,53,67,1.2,0.7,0.7,8.3,10.7,10.7,6.3,34.3,82.6,122.2,164.6,208,68.5,32.6,28.02,25.1,10.4,66.9,137.8,196.9,261.2,330.8,4.166667,22.266667,49.433333,74.833333,97.633334,125.133334,0.682,2641037,1404714,1236324,596323,1870981,173733,8454,2641037,0,17,21,10,15,18,17,11,24,19,28
5/11/2017,4,26,34,41,54,69,0,1.9,1.9,9.5,11.9,11.9,6.2,34.4,82.7,121.8,163.8,208.3,70,31.8,27.82,25.1,10.3,69.2,137.6,198.8,260.9,330.5,3.233333,23.133334,49.733333,75.633333,98.633334,125.466668,0.682,2641501,1404960,1236541,596428,1871310,173764,8455,2641501,0,16,20,10,16,18,16,10,26,19,29
6/11/2017,4,28,37,44,55,71,0,1.9,1.9,8.5,11.9,11.9,5.7,35.7,81.3,122.7,161.9,208.1,72,31.5,27.6,25.2,10.1,70.4,137.9,204.2,260.8,330.2,2.933333,22.9,48.933333,75.566666,98.3,124.933334,0.682,2641501,1404960,1236541,596428,1871310,173764,8455,2641501,0,16,19,10,17,17,16,11,26,20,28
7/11/2017,5,29,40,47,57,73,0,1.2,1.9,6.5,11.9,11.9,5.8,36.4,79,124.7,161.3,207,71,32.2,28.04,25.4,9.7,70.4,137.1,207.5,261.6,331.1,3.166667,22.766666,48.599999,74.966666,97.766666,123.466667,0.682,2641501,1404960,1236541,596428,1871310,173764,8455,2641501,0,17,18,10,17,17,16,13,24,22,27
8/11/2017,5,29,43,51,60,76,0,1.2,1.9,2.1,11.9,11.9,5.7,37.3,77.7,126,161.1,207.5,74,32.1,27.7,25.3,10.9,70,136.6,207.9,260.5,332,2.733333,22.9,47.933333,74.933333,97.4,122.900001,0.682,2641501,1404960,1236541,596428,1871310,173764,8455,2641501,0,18,16,12,16,18,15,15,22,24,26
9/11/2017,5,30,47,55,63,79,0,1.2,1.9,1.9,10.7,11.9,6.3,37.9,77.3,126.5,160.8,208.6,68,31.5,27.54,24.4,8.8,70.1,136.7,208.6,266.9,332.7,4.033333,22.666666,46.633333,74.099999,97.6,121.500001,0.682,2641501,1404960,1236541,596428,1871310,173764,8455,2641501,0,19,14,13,16,18,14,18,20,27,25
10/11/2017,5,31,51,59,66,82,0,1.2,1.9,1.9,9.5,11.9,6.3,40.9,76.5,126.2,163.4,207.8,68.5,30.8,27.34,24.5,10.2,69.1,137,207,267.6,330.9,2.633333,23.666666,46.366666,73.633332,98.766666,122.066667,0.682,2641501,1404960,1236541,596428,1871310,173764,8455,2641501,0,20,12,14,17,18,12,21,19,28,25
11/11/2017,5,32,55,63,70,85,0,1.2,1.9,1.9,9.5,11.9,5.9,42.3,76.6,124.9,164.5,206.9,71,31.8,27.82,25.1,11.3,70.4,137.3,208.2,267.3,331.6,3.033333,22.899999,45.166666,72.333332,97.733332,120.533333,0.682,2641501,1404960,1236541,596428,1871310,173764,8455,2641501,0,21,10,15,18,17,11,24,19,28,25
12/11/2017,4,33,59,67,74,87,0,0,1.9,1.9,9.5,11.9,5.4,41.9,76.3,124.6,163.7,205.7,73.75,32.2,27.62,23.8,10.6,71.3,140.5,208.9,270.1,332.2,2.866667,21.766665,44.899999,71.499998,97.399998,120.399999,0.682,2641965,1405207,1236758,596533,1871638,173794,8457,2641965,0,20,10,16,18,16,10,26,19,29,26
13/11/2017,3,33,61,70,77,88,0,0,1.9,1.9,8.5,11.9,5.3,41.1,76.8,122.4,163.8,203,69.25,31.8,27.86,25.1,10,71.6,142,209.5,275.8,332.4,3.233333,21.399999,44.299999,70.333332,96.966665,119.699999,0.682,2641965,1405207,1236758,596533,1871638,173794,8457,2641965,0,19,10,17,17,16,11,26,20,28,28
14/11/2017,2,32,61,72,79,89,0,0,1.2,1.9,6.5,11.9,5.2,40.7,77.1,119.7,165.4,202,70.5,31.9,28.06,25.5,10.6,71.5,141.9,208.6,279,333.1,2.733333,21.699999,44.466665,70.299998,96.666665,119.466665,0.682,2641965,1405207,1236758,596533,1871638,173794,8457,2641965,0,18,10,17,17,16,13,24,22,27,30
15/11/2017,2,29,58,72,80,89,0,0,1.2,1.9,2.1,11.9,6.3,40.1,77.4,117.8,166.1,201.2,71.75,31.2,27.92,25.8,10.3,72.4,142.4,209,280.3,332.9,4.8,21.266665,44.166665,69.199998,96.199998,118.666665,0.682,2641965,1405207,1236758,596533,1871638,173794,8457,2641965,0,16,12,16,18,15,15,22,24,26,32
16/11/2017,2,26,56,73,81,89,1.4,0,1.2,1.9,1.9,10.7,5.4,40.7,78.6,118,167.2,201.5,68.25,31.8,27.56,23.4,10.5,71.8,141.9,208.5,280.4,338.7,2.933333,23.333332,45.999998,69.966665,97.433331,120.933332,0.682,2641965,1405207,1236758,596533,1871638,173794,8457,2641965,0,14,13,16,18,14,18,20,27,25,33
17/11/2017,2,23,54,74,82,89,1.4,1.4,2.6,3.3,3.3,10.9,6,39.8,80.7,116.3,166,203.2,77.75,30.5,26.56,24.3,5.8,73.5,142.6,210.5,280.5,341.1,2.166667,22.233332,45.899998,68.599998,95.866664,120.999998,0.682,2641965,1405207,1236758,596533,1871638,173794,8457,2641965,0,12,14,17,18,12,21,19,28,25,34
18/11/2017,2,20,52,75,83,90,3.7,2.8,4,4.7,4.7,12.3,2.9,39.5,81.8,116.1,164.4,204,73.25,31.3,27.48,25.1,10.1,69.1,139.5,206.4,277.3,336.4,3.166667,21.766666,44.666665,66.933332,94.099998,119.499998,0.682,2641965,1405207,1236758,596533,1871638,173794,8457,2641965,0,10,15,18,17,11,24,19,28,25,35
19/11/2017,3,17,50,76,84,91,0,6.5,6.5,8.4,8.4,16,1.9,36.5,78.4,112.8,161.1,200.2,72.75,31.9,27.32,23.7,10.8,67.9,139.2,208.4,276.8,338,2.7,21.9,43.666665,66.799999,93.399998,119.299998,0.682,2642429,1405454,1236975,596638,1871967,173825,8458,2642429,0,10,16,18,16,10,26,19,29,26,35
20/11/2017,3,16,49,77,86,93,0,6.5,6.5,8.4,8.4,15,2,33,74.1,109.8,155.4,196.8,71.25,32,27.9,25.1,9.7,68.1,139.7,210.1,277.6,343.9,2.8,21.733333,43.133332,66.033332,92.066665,118.699998,0.682,2642429,1405454,1236975,596638,1871967,173825,8458,2642429,0,10,17,17,16,11,26,20,28,28,35
21/11/2017,3,16,48,77,88,95,0.2,6.5,6.5,7.7,8.4,13,2.3,29.7,70.4,106.8,149.4,195.1,76.25,31.8,27.6,24.8,9.2,67.8,139.3,209.7,276.4,346.8,3.033333,21.3,42.999999,65.766665,91.599998,117.966665,0.682,2642429,1405454,1236975,596638,1871967,173825,8458,2642429,0,10,17,17,16,13,24,22,27,30,36
22/11/2017,3,17,46,75,89,97,0,6.7,6.7,7.9,8.6,8.8,4.4,26.8,66.9,104.2,144.6,192.9,75.25,31.7,27.64,25.7,8.6,66.4,138.8,208.8,275.4,346.7,2.3,21.6,42.866665,65.766665,90.799998,117.799998,0.682,2642429,1405454,1236975,596638,1871967,173825,8458,2642429,0,12,16,18,15,15,22,24,26,32,37
23/11/2017,3,18,44,74,91,99,0,6.7,6.7,7.9,8.6,8.6,5.8,24.9,65.6,103.5,142.9,192.1,77,31.4,27.82,24.7,7.5,64.7,136.5,206.6,273.2,345.1,2.733333,19.1,42.433332,65.099998,89.066665,116.533331,0.682,2642429,1405454,1236975,596638,1871967,173825,8458,2642429,0,13,16,18,14,18,20,27,25,33,37
24/11/2017,3,19,42,73,93,101,0,5.3,6.7,7.9,8.6,8.6,4.9,25.3,65.1,106,141.6,191.3,76.25,31.2,27.9,25.7,6.3,61.7,135.2,204.3,272.2,342.2,2.966667,18.9,41.133332,64.799998,87.499998,114.766664,0.682,2642429,1405454,1236975,596638,1871967,173825,8458,2642429,0,14,17,18,12,21,19,28,25,34,38
25/11/2017,3,20,40,72,95,103,0,3.9,6.7,7.9,8.6,8.6,5,24.2,63.7,106,140.3,188.6,75.75,31.8,27.86,25.5,10.6,62.2,131.3,201.7,268.6,339.5,3,19.7,41.466666,64.366665,86.633332,113.799998,0.682,2642429,1405454,1236975,596638,1871967,173825,8458,2642429,0,15,18,17,11,24,19,28,25,35,39
26/11/2017,2,21,38,71,97,105,0,0.2,6.7,6.7,8.6,8.6,5.4,26.3,62.8,104.7,139.1,187.4,73.25,31.9,27.68,25.1,10.6,62.7,130.6,201.9,271.1,339.5,3.733333,19.533333,41.433333,63.199998,86.333332,112.933331,0.682,2642893,1405701,1237193,596742,1872296,173855,8460,2642893,0,16,18,16,10,26,19,29,26,35,40
27/11/2017,2,20,36,69,97,106,0,0.2,6.7,6.7,8.6,8.6,6,29.8,62.8,103.9,139.6,185.2,75.5,32.2,28.04,25.8,9.7,62.5,130.6,202.2,272.6,340.1,2.5,20.566666,42.299999,63.699998,86.599998,112.633331,0.682,2642893,1405701,1237193,596742,1872296,173855,8460,2642893,0,17,17,16,11,26,20,28,28,35,41
28/11/2017,2,19,35,67,96,107,1.6,0.2,6.7,6.7,7.9,8.6,5.2,33.8,63.5,104.2,140.6,183.2,75.5,31.6,27.56,24.6,10,62.5,130.3,201.8,272.2,338.9,2.533333,20.266666,41.566666,63.266665,86.033331,111.866664,0.682,2642893,1405701,1237193,596742,1872296,173855,8460,2642893,0,17,17,16,13,24,22,27,30,36,40
29/11/2017,1,18,35,64,93,107,0,1.6,8.3,8.3,9.5,10.2,4.8,36.7,63.5,103.6,140.9,181.3,76.5,31.8,27.64,25.4,9.1,63.3,129.7,202.1,272.1,338.7,3.466667,19.766666,41.366666,62.633331,85.533331,110.566664,0.682,2642893,1405701,1237193,596742,1872296,173855,8460,2642893,0,16,18,15,15,22,24,26,32,37,40
30/11/2017,1,16,34,60,90,107,0,1.6,8.3,8.3,9.5,10.2,5.4,37.1,62,102.7,140.6,180,74,32.1,28.24,25.7,10.5,63.8,128.5,200.3,270.4,337,2.166667,20.933333,40.033333,63.366665,86.033331,109.999998,0.682,2642893,1405701,1237193,596742,1872296,173855,8460,2642893,0,16,18,14,18,20,27,25,33,37,41
1/12/2017,1,14,33,56,87,107,0,1.6,6.9,8.3,9.5,10.2,6.1,36.7,62,101.8,142.7,178.3,70,31.8,28.16,25.4,11,66.8,128.5,202,271.1,339,3.966667,20.366667,39.266667,61.499999,85.166665,107.866665,0.682,2642893,1405701,1237193,596742,1872296,173855,8460,2642893,0,17,18,12,21,19,28,25,34,38,41
2/12/2017,1,12,32,52,84,107,2.2,1.6,5.5,8.3,9.5,10.2,5.5,37.9,62.1,101.6,143.9,178.2,76.75,30.2,27.08,25.2,10.2,71.5,133.7,202.8,273.2,340.1,2.733333,21.366667,41.066667,62.833333,85.733332,107.999999,0.682,2642893,1405701,1237193,596742,1872296,173855,8460,2642893,0,18,17,11,24,19,28,25,35,39,41
3/12/2017,2,10,31,48,81,107,0,3.8,4,10.5,10.5,12.4,5.2,38.4,64.7,101.2,143.1,177.5,70.75,32.8,28.44,25.4,11,71.1,133.8,201.7,273,342.2,3.2,21.1,40.633333,62.533333,84.299998,107.433332,0.682,2643357,1405948,1237410,596847,1872625,173886,8461,2643357,0,18,16,10,26,19,29,26,35,40,41
4/12/2017,2,10,30,46,79,107,0,3.8,4,10.5,10.5,12.4,6,38.2,68,101,142.1,177.8,73.75,32.6,28.42,25.5,10.7,71.5,134,202.1,273.7,344.1,3.366667,20.566667,41.133333,62.866666,84.266665,107.166665,0.682,2643357,1405948,1237410,596847,1872625,173886,8461,2643357,0,17,16,11,26,20,28,28,35,41,41
5/12/2017,2,10,29,45,77,106,0,3.8,4,10.5,10.5,11.7,5.3,38.2,72,101.7,142.4,178.8,73.5,33.5,28.68,25.5,10.6,72.5,135,202.8,274.3,344.7,2.466667,21.433334,41.7,63,84.699999,107.466665,0.682,2643357,1405948,1237410,596847,1872625,173886,8461,2643357,0,17,16,13,24,22,27,30,36,40,42
6/12/2017,3,10,28,45,74,103,0,2.2,3.8,10.5,10.5,11.7,5.7,38.3,75,101.8,141.9,179.2,75.25,32.6,28.64,26.5,10.4,73.1,136.4,202.8,275.2,345.2,3.7,21.366668,41.133334,62.733334,83.999999,106.899999,0.682,2643357,1405948,1237410,596847,1872625,173886,8461,2643357,0,18,15,15,22,24,26,32,37,40,42
7/12/2017,2,12,28,46,72,102,0,2.2,3.8,10.5,10.5,11.7,5.3,39.2,76.3,101.2,141.9,179.8,71.75,32.6,28.46,26.1,10.9,74.4,138.2,202.9,274.7,344.8,3.3,21.600001,42.533334,61.633334,84.966666,107.633332,0.682,2643357,1405948,1237410,596847,1872625,173886,8461,2643357,0,18,14,18,20,27,25,33,37,41,42
8/12/2017,2,13,27,46,69,100,0,2.2,3.8,9.1,10.5,11.7,4.8,39.1,75.8,101.1,140.9,181.8,73.5,32.6,28.24,25.4,10.5,74.8,141.6,203.3,276.8,345.9,3.066667,22.733334,43.100001,62.000001,84.233333,107.899999,0.682,2643357,1405948,1237410,596847,1872625,173886,8461,2643357,0,18,12,21,19,28,25,34,38,41,42
9/12/2017,2,14,26,46,66,98,0,2.2,3.8,7.7,10.5,11.7,4.1,37.8,75.7,99.9,139.4,181.7,73.5,32.2,28.26,24.9,11.2,74.3,145.8,208,277.1,347.5,2.966667,21.833334,43.200001,62.900001,84.666667,107.566666,0.682,2643357,1405948,1237410,596847,1872625,173886,8461,2643357,0,17,11,24,19,28,25,35,39,41,43
10/12/2017,3,15,25,46,63,96,0,0,3.8,4,10.5,10.5,3.6,36.4,74.8,101.1,137.6,179.5,72.5,32.2,28.42,25.1,10.5,75.3,146.4,209.1,277,348.3,3.066667,22.066668,43.166668,62.700001,84.600001,106.366666,0.682,2643821,1406194,1237627,596952,1872953,173916,8463,2643821,0,16,10,26,19,29,26,35,40,41,44
11/12/2017,3,16,26,46,62,95,0,0,3.8,4,10.5,10.5,3,34.8,73,102.8,135.8,176.9,74.75,32.7,28.22,25.3,11.1,74.8,146.3,208.8,276.9,348.5,1.633333,21.933335,42.500002,63.066668,84.800001,106.2,0.682,2643821,1406194,1237627,596952,1872953,173916,8463,2643821,0,16,11,26,20,28,28,35,41,41,46
12/12/2017,2,17,27,46,62,94,0,0,3.8,4,10.5,10.5,3.6,31.8,70,103.8,133.5,174.2,72,32.4,28.58,25.8,11,75.2,147.7,210.2,278,349.5,3.366667,20.200001,41.633335,61.900001,83.200001,104.9,0.682,2643821,1406194,1237627,596952,1872953,173916,8463,2643821,0,16,13,24,22,27,30,36,40,42,48
13/12/2017,2,17,27,45,62,91,0,0,2.2,3.8,10.5,10.5,6.2,30.1,68.4,105.1,131.9,172,68.5,32.4,28.66,25.9,10.7,75.6,148.7,212,278.4,350.8,3.133333,21.100001,42.466669,62.233335,83.833335,105.1,0.682,2643821,1406194,1237627,596952,1872953,173916,8463,2643821,0,15,15,22,24,26,32,37,40,42,50
14/12/2017,2,16,28,44,62,88,1.2,0,2.2,3.8,10.5,10.5,6.2,30.6,69.8,106.9,131.8,172.5,72.75,32.2,28.1,26,10.5,75.9,150.3,214.1,278.8,350.6,2.466667,20.533334,42.133335,63.066668,82.166668,105.5,0.682,2643821,1406194,1237627,596952,1872953,173916,8463,2643821,0,14,18,20,27,25,33,37,41,42,52
15/12/2017,3,16,29,43,62,85,0.2,1.2,3.4,5,10.3,11.7,12.1,31.5,70.6,107.3,132.6,172.4,71.75,32.5,28.28,25.1,10.4,75.5,150.3,217.1,278.8,352.3,3.366667,19.700001,42.433335,62.800002,81.700002,103.933334,0.682,2643821,1406194,1237627,596952,1872953,173916,8463,2643821,0,12,21,19,28,25,34,38,41,42,54
16/12/2017,3,17,31,43,63,83,0,1.4,3.6,5.2,9.1,11.9,5.8,38.8,76.6,114.5,138.7,178.2,71.25,31.8,28.34,26.1,10.7,75.4,149.7,221.2,283.4,352.5,3.433333,20.000001,41.833335,63.200002,82.900002,104.666668,0.682,2643821,1406194,1237627,596952,1872953,173916,8463,2643821,0,11,24,19,28,25,35,39,41,43,55
