Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media,Semana,Ano
82397,18/08/2010,1200,0,,22.8,,,,,,34,2010
82397,19/08/2010,0,,31.8,,10.3,6.5,26.84,66.75,3.3,34,2010
82397,19/08/2010,1200,0,,23.9,,,,,,34,2010
82397,20/08/2010,0,,33,,10.4,6,26.82,66.75,2.9,34,2010
82397,20/08/2010,1200,0,,22.1,,,,,,34,2010
82397,21/08/2010,0,,33.7,,10.4,5.8,27.26,69.5,3.833333,34,2010
82397,21/08/2010,1200,0,,22.3,,,,,,34,2010
82397,22/08/2010,0,,32,,4.9,6.3,27.22,72.75,3.4,35,2010
82397,22/08/2010,1200,0,,23.9,,,,,,35,2010
82397,23/08/2010,0,,31.8,,8.7,5.1,27.1,71,3.366667,35,2010
82397,23/08/2010,1200,0,,23.5,,,,,,35,2010
82397,24/08/2010,0,,32.2,,10.3,5.7,27.12,67,3.866667,35,2010
82397,24/08/2010,1200,0,,22.6,,,,,,35,2010
82397,25/08/2010,0,,32.3,,10.2,6.1,27.08,70.75,3.466667,35,2010
82397,25/08/2010,1200,0,,22.9,,,,,,35,2010
82397,26/08/2010,0,,32.7,,10.1,5.2,27.24,73.25,3.466667,35,2010
82397,26/08/2010,1200,0,,22.9,,,,,,35,2010
82397,27/08/2010,0,,31.6,,10.4,5.3,27.1,71,4.533333,35,2010
82397,27/08/2010,1200,0,,22.9,,,,,,35,2010
82397,28/08/2010,0,,31.8,,10,5,27.14,72.5,3.4,35,2010
82397,28/08/2010,1200,0,,22.9,,,,,,35,2010
82397,29/08/2010,0,,32.5,,10,4.3,27.44,72.25,3.866667,36,2010
82397,29/08/2010,1200,0,,23,,,,,,36,2010
82397,30/08/2010,0,,32.3,,9.6,4.7,27.24,70.25,3.466667,36,2010
82397,30/08/2010,1200,0,,24.1,,,,,,36,2010
82397,31/08/2010,0,,31.7,,10,5.9,26.92,68.25,3,36,2010
82397,31/08/2010,1200,0,,22.3,,,,,,36,2010
82397,01/09/2010,0,,32.2,,10.1,5.8,26.58,75,3.833333,36,2010
82397,01/09/2010,1200,0,,21.7,,,,,,36,2010
82397,02/09/2010,0,,31.5,,10.2,6.5,26.54,67.75,4.566667,36,2010
82397,02/09/2010,1200,0,,21.9,,,,,,36,2010
82397,03/09/2010,0,,32.7,,10.1,6,26.6,67,3.866667,36,2010
82397,03/09/2010,1200,0,,21.7,,,,,,36,2010
82397,04/09/2010,0,,31.9,,10,5.8,26.7,69,3.966667,36,2010
82397,04/09/2010,1200,0,,22.4,,,,,,36,2010
82397,05/09/2010,0,,32,,10,5.9,26.88,68.75,3.566667,37,2010
82397,05/09/2010,1200,0,,23.2,,,,,,37,2010
82397,06/09/2010,0,,30.5,,8.8,5.3,26.6,68,3.566667,37,2010
82397,06/09/2010,1200,0,,23.3,,,,,,37,2010
82397,07/09/2010,0,,32.8,,10.5,6,26.9,66,4.366667,37,2010
82397,07/09/2010,1200,0,,22.1,,,,,,37,2010
82397,08/09/2010,0,,31.5,,10.3,6.1,26.56,71.5,3.966667,37,2010
82397,08/09/2010,1200,0,,22.6,,,,,,37,2010
82397,09/09/2010,0,,31,,10.2,5.3,27.22,72,5.133333,37,2010
82397,09/09/2010,1200,0,,24.3,,,,,,37,2010
82397,10/09/2010,0,,32,,9.8,5.2,27.36,69.75,3.533333,37,2010
82397,10/09/2010,1200,0,,23.4,,,,,,37,2010
82397,11/09/2010,0,,32.6,,10.4,6,27.16,62.25,3.866667,37,2010
82397,11/09/2010,1200,0,,21.8,,,,,,37,2010
82397,12/09/2010,0,,33.9,,10.4,6.6,27.52,64.25,3.133333,38,2010
82397,12/09/2010,1200,0,,22.3,,,,,,38,2010
82397,13/09/2010,0,,32.4,,10.3,7,27.04,66.25,2.866667,38,2010
82397,13/09/2010,1200,0,,22.6,,,,,,38,2010
82397,14/09/2010,0,,33.2,,10.3,6.5,27.16,65.25,3.966667,38,2010
82397,14/09/2010,1200,0,,21.8,,,,,,38,2010
82397,15/09/2010,0,,33,,10.4,7,27.48,67.5,4.633333,38,2010
82397,15/09/2010,1200,0,,23,,,,,,38,2010
82397,16/09/2010,0,,32.3,,10.3,6.7,27.1,66.25,3.333333,38,2010
82397,16/09/2010,1200,0,,22.8,,,,,,38,2010
82397,17/09/2010,0,,31.7,,10,6.7,26.92,70.25,3.866667,38,2010
82397,17/09/2010,1200,0,,23.2,,,,,,38,2010
82397,18/09/2010,0,,31.9,,10.3,5.8,27.16,64,4.133333,38,2010
82397,18/09/2010,1200,0,,22.7,,,,,,38,2010
82397,19/09/2010,0,,32.5,,9.9,6.4,27.52,73.25,3.4,39,2010
82397,19/09/2010,1200,0,,23.9,,,,,,39,2010
82397,20/09/2010,0,,31.7,,8.8,6.3,27.1,68.25,3.866667,39,2010
82397,20/09/2010,1200,0,,23.6,,,,,,39,2010
82397,21/09/2010,0,,33.7,,9.9,6.6,27.8,65,3.9,39,2010
82397,21/09/2010,1200,0,,23.3,,,,,,39,2010
82397,22/09/2010,0,,32.9,,9.7,7,27.52,66,3.866667,39,2010
82397,22/09/2010,1200,0,,22.9,,,,,,39,2010
82397,23/09/2010,0,,32,,10.3,6.7,27.06,64.75,3.866667,39,2010
82397,23/09/2010,1200,0,,22.9,,,,,,39,2010
82397,24/09/2010,0,,32.9,,10.5,6.7,27.26,63,5.333333,39,2010
82397,24/09/2010,1200,0,,22.4,,,,,,39,2010
82397,25/09/2010,0,,32,,9.5,6.3,27.24,70.5,5.033333,39,2010
82397,25/09/2010,1200,0,,23.2,,,,,,39,2010
82397,26/09/2010,0,,31.9,,10,5.7,27.38,66,4.7,40,2010
82397,26/09/2010,1200,0,,23.8,,,,,,40,2010
82397,27/09/2010,0,,31.5,,10.2,7,27.36,67.75,4.333333,40,2010
82397,27/09/2010,1200,0,,23.7,,,,,,40,2010
82397,28/09/2010,0,,30.8,,7.3,6.4,27.26,73.5,4.5,40,2010
82397,28/09/2010,1200,0,,24.9,,,,,,40,2010
82397,29/09/2010,0,,31.9,,8.8,5,27.08,75.25,3.3,40,2010
82397,29/09/2010,1200,0,,24.5,,,,,,40,2010
82397,30/09/2010,0,,32,,10.4,5.7,27.86,71.5,4.466667,40,2010
82397,30/09/2010,1200,0,,24.9,,,,,,40,2010
82397,01/10/2010,0,,32,,10.3,5.5,27.54,73.75,3.833333,40,2010
82397,01/10/2010,1200,0,,24.7,,,,,,40,2010
82397,02/10/2010,0,,32.3,,9.6,4.8,27.56,73.5,3.1,40,2010
82397,02/10/2010,1200,0,,24.3,,,,,,40,2010
82397,03/10/2010,0,,32.8,,8.8,4.5,27.76,73.75,3.2,41,2010
82397,03/10/2010,1200,0,,24.1,,,,,,41,2010
82397,04/10/2010,0,,31.8,,10.4,5.2,27.7,70,4.2,41,2010
82397,04/10/2010,1200,0,,24.7,,,,,,41,2010
82397,05/10/2010,0,,32.2,,10.3,6.2,27.66,67.75,3.566667,41,2010
82397,05/10/2010,1200,0,,25.1,,,,,,41,2010
82397,06/10/2010,0,,32.2,,10.5,6,27.58,70.75,4.233333,41,2010
82397,06/10/2010,1200,0,,23.3,,,,,,41,2010
82397,07/10/2010,0,,32.3,,9.5,5.6,27.22,75,3.8,41,2010
82397,07/10/2010,1200,0,,23.4,,,,,,41,2010
82397,08/10/2010,0,,32.8,,10.3,5.3,27.66,67.5,3.3,41,2010
82397,08/10/2010,1200,0,,24,,,,,,41,2010
82397,09/10/2010,0,,32.2,,10.5,5.3,27.54,74.25,3.466667,41,2010
82397,09/10/2010,1200,0,,23.3,,,,,,41,2010
82397,10/10/2010,0,,32.3,,10.5,5,27.88,74.75,3.633333,42,2010
82397,10/10/2010,1200,0,,24.9,,,,,,42,2010
82397,11/10/2010,0,,33,,9.9,5.4,28.04,69.25,3.233333,42,2010
82397,11/10/2010,1200,0,,25,,,,,,42,2010
82397,12/10/2010,0,,32.5,,9.2,6.2,27.86,74.25,3.633333,42,2010
82397,12/10/2010,1200,0.5,,25,,,,,,42,2010
82397,13/10/2010,0,,32.5,,6.3,5.3,27.64,72,4.033333,42,2010
82397,13/10/2010,1200,0,,24.9,,,,,,42,2010
82397,14/10/2010,0,,33.1,,10.5,5.5,27.58,68,4.3,42,2010
82397,14/10/2010,1200,0,,23.1,,,,,,42,2010
82397,15/10/2010,0,,33.2,,9.4,7,28.04,67.25,4.7,42,2010
82397,15/10/2010,1200,0,,23.9,,,,,,42,2010
82397,16/10/2010,0,,32.5,,6.6,7.6,27.48,70,3.233333,42,2010
82397,16/10/2010,1200,0,,23.9,,,,,,42,2010
82397,17/10/2010,0,,32.2,,10.7,5.6,27.44,70.25,4.066667,43,2010
82397,17/10/2010,1200,0,,23,,,,,,43,2010
82397,18/10/2010,0,,32.2,,8.8,5.7,28.1,71.5,4,43,2010
82397,18/10/2010,1200,0,,24.9,,,,,,43,2010
82397,19/10/2010,0,,32.4,,9.5,4.3,27.7,75,2.933333,43,2010
82397,19/10/2010,1200,0,,24.9,,,,,,43,2010
82397,20/10/2010,0,,32.3,,10.3,4.4,27.64,72,1.8,43,2010
82397,20/10/2010,1200,0,,23.6,,,,,,43,2010
82397,21/10/2010,0,,32.2,,10.3,3.6,27.78,74.75,2.833333,43,2010
82397,21/10/2010,1200,0,,23.5,,,,,,43,2010
82397,22/10/2010,0,,32.3,,5.3,3.7,27.44,77.25,2.7,43,2010
82397,22/10/2010,1200,3.3,,24.5,,,,,,43,2010
82397,23/10/2010,0,,32.5,,8,4.1,27.92,69.75,2.533333,43,2010
82397,23/10/2010,1200,0,,24.5,,,,,,43,2010
82397,24/10/2010,0,,32.5,,11,4.2,28.28,72,3.066667,44,2010
82397,24/10/2010,1200,0,,24.7,,,,,,44,2010
82397,25/10/2010,0,,32.4,,7.3,5.6,28.1,71,2.566667,44,2010
82397,25/10/2010,1200,0,,25.7,,,,,,44,2010
82397,26/10/2010,0,,32.4,,10.9,5.5,27.8,71.75,3,44,2010
82397,26/10/2010,1200,0,,24,,,,,,44,2010
82397,27/10/2010,0,,32.5,,9.7,4.9,28,73.25,3.133333,44,2010
82397,27/10/2010,1200,0,,24.1,,,,,,44,2010
82397,28/10/2010,0,,32.7,,10.4,5.1,28.2,71.75,3.133333,44,2010
82397,28/10/2010,1200,0,,25.1,,,,,,44,2010
82397,29/10/2010,0,,32.6,,9.6,5,27.98,70.5,2.633333,44,2010
82397,29/10/2010,1200,0,,25.3,,,,,,44,2010
82397,30/10/2010,0,,32,,10,6.2,28.06,71.5,4.166667,44,2010
82397,30/10/2010,1200,0,,25.9,,,,,,44,2010
82397,31/10/2010,0,,32.5,,11,6,27.92,72.25,4.366667,45,2010
82397,31/10/2010,1200,0,,23.9,,,,,,45,2010
82397,01/11/2010,0,,32.9,,11,6.1,28.36,71.5,3.933333,45,2010
82397,01/11/2010,1200,0,,25.4,,,,,,45,2010
82397,02/11/2010,0,,32.9,,10.5,5.9,28.2,69.5,3.8,45,2010
82397,02/11/2010,1200,0,,25.3,,,,,,45,2010
82397,03/11/2010,0,,31.9,,9.1,6.3,28.1,69.5,3.866667,45,2010
82397,03/11/2010,1200,0,,25,,,,,,45,2010
82397,04/11/2010,0,,32.6,,8.7,5.4,28.14,70.75,4.7,45,2010
82397,04/11/2010,1200,0,,25.1,,,,,,45,2010
82397,05/11/2010,0,,32.4,,9.7,5.4,27.88,72.75,2.466667,45,2010
82397,05/11/2010,1200,6.4,,24.6,,,,,,45,2010
82397,06/11/2010,0,,33,,10.4,5.2,28.14,71.5,3,45,2010
82397,06/11/2010,1200,0,,24.9,,,,,,45,2010
82397,07/11/2010,0,,32.6,,9.4,5.6,28.52,73.75,4,46,2010
82397,07/11/2010,1200,0,,25.6,,,,,,46,2010
82397,08/11/2010,0,,32.9,,11,5.3,28.8,68,5.3,46,2010
82397,08/11/2010,1200,0,,25.5,,,,,,46,2010
82397,09/11/2010,0,,33.5,,11.2,10,28.26,61.75,4.433333,46,2010
82397,09/11/2010,1200,0,,24.6,,,,,,46,2010
82397,10/11/2010,0,,32.9,,11,7.1,27.98,66.25,3.833333,46,2010
82397,10/11/2010,1200,0,,23.8,,,,,,46,2010
82397,11/11/2010,0,,32.4,,10.7,6.3,28.18,73,4.633333,46,2010
82397,11/11/2010,1200,0.8,,24.3,,,,,,46,2010
82397,12/11/2010,0,,32.5,,10.4,5.3,27.94,75.5,3.633333,46,2010
82397,12/11/2010,1200,0.5,,24.4,,,,,,46,2010
82397,13/11/2010,0,,33.4,,11.1,5.8,28.68,65,3.9,46,2010
82397,13/11/2010,1200,0,,25.6,,,,,,46,2010
82397,14/11/2010,0,,32.2,,7.3,7.3,28.26,68.5,4,47,2010
82397,14/11/2010,1200,0,,25.1,,,,,,47,2010
82397,15/11/2010,0,,32.2,,9.5,5.7,28.06,70.5,3.866667,47,2010
82397,15/11/2010,1200,0,,25.3,,,,,,47,2010
82397,16/11/2010,0,,32.4,,11,5.3,28.42,70.5,3.433333,47,2010
82397,16/11/2010,1200,0,,25.7,,,,,,47,2010
82397,17/11/2010,0,,31,,5.5,5.2,27.38,77.25,2.9,47,2010
82397,17/11/2010,1200,0,,25.1,,,,,,47,2010
82397,18/11/2010,0,,32.4,,8.3,3.4,27.72,73.75,3.766667,47,2010
82397,18/11/2010,1200,3.3,,23.7,,,,,,47,2010
82397,19/11/2010,0,,32.9,,10,4.6,28.62,71.75,3.966667,47,2010
82397,19/11/2010,1200,0,,25.4,,,,,,47,2010
82397,20/11/2010,0,,32.6,,10.2,4.8,28.14,70.75,3.633333,47,2010
82397,20/11/2010,1200,0.2,,24.7,,,,,,47,2010
82397,21/11/2010,0,,32.2,,10.1,5.5,27.84,72,3.033333,48,2010
82397,21/11/2010,1200,2,,24.2,,,,,,48,2010
82397,22/11/2010,0,,32.4,,10.7,5.3,27.54,73.5,3.5,48,2010
82397,22/11/2010,1200,0,,24.1,,,,,,48,2010
82397,23/11/2010,0,,32.3,,10.6,5.1,27.76,74.25,3.133333,48,2010
82397,23/11/2010,1200,0,,23.6,,,,,,48,2010
82397,24/11/2010,0,,32.3,,10.6,5.2,28.1,73.75,2.8,48,2010
82397,24/11/2010,1200,0,,25.4,,,,,,48,2010
82397,25/11/2010,0,,32.5,,10,4.8,27.78,72.25,3.5,48,2010
82397,25/11/2010,1200,0,,24.1,,,,,,48,2010
82397,26/11/2010,0,,32.8,,10.5,5.4,28.18,71.25,3.433333,48,2010
82397,26/11/2010,1200,0,,24.8,,,,,,48,2010
82397,27/11/2010,0,,33,,10.5,5.8,28.58,73.25,3.4,48,2010
82397,27/11/2010,1200,0,,25.9,,,,,,48,2010
82397,28/11/2010,0,,32.2,,8.9,5.5,28.38,71.5,3.7,49,2010
82397,28/11/2010,1200,0,,26,,,,,,49,2010
82397,29/11/2010,0,,32.7,,9.9,4.6,28.28,70.75,4.033333,49,2010
82397,29/11/2010,1200,0,,24.3,,,,,,49,2010
82397,30/11/2010,0,,32,,10.6,6.2,28.04,69,3.666667,49,2010
82397,30/11/2010,1200,0,,25.4,,,,,,49,2010
82397,01/12/2010,0,,33,,8.8,6,28.22,70.5,3.5,49,2010
82397,01/12/2010,1200,0,,24.1,,,,,,49,2010
82397,02/12/2010,0,,32,,5.4,5.5,28.1,72.5,3.5,49,2010
82397,02/12/2010,1200,0,,25.1,,,,,,49,2010
82397,03/12/2010,0,,32.3,,8.8,5.6,28.32,69.75,3.533333,49,2010
82397,03/12/2010,1200,0,,25.7,,,,,,49,2010
82397,04/12/2010,0,,32.4,,10.7,6,28.58,73,3.9,49,2010
82397,04/12/2010,1200,0,,25.7,,,,,,49,2010
82397,05/12/2010,0,,32.8,,10.8,5.4,28.46,73,3.2,50,2010
82397,05/12/2010,1200,0,,25.7,,,,,,50,2010
82397,06/12/2010,0,,32.8,,10.8,4.7,28.36,71.75,2.633333,50,2010
82397,06/12/2010,1200,0,,24.8,,,,,,50,2010
82397,07/12/2010,0,,32.5,,11.2,5.2,28.36,72.25,2.866667,50,2010
82397,07/12/2010,1200,0,,25.3,,,,,,50,2010
82397,08/12/2010,0,,32,,9.4,5.2,27.9,74,2.866667,50,2010
82397,08/12/2010,1200,0,,24.3,,,,,,50,2010
82397,09/12/2010,0,,31.6,,2.1,5,27.64,72.5,2.766667,50,2010
82397,09/12/2010,1200,0.2,,25,,,,,,50,2010
82397,10/12/2010,0,,32.7,,9.9,5,28.72,70,3.166667,50,2010
82397,10/12/2010,1200,0,,25.3,,,,,,50,2010
82397,11/12/2010,0,,32.7,,5.4,4.9,28.8,74,2.566667,50,2010
82397,11/12/2010,1200,0.2,,25.5,,,,,,50,2010
82397,12/12/2010,0,,31.6,,2.5,4.9,28.24,74.75,2.966667,51,2010
82397,12/12/2010,1200,0,,25.7,,,,,,51,2010
82397,13/12/2010,0,,30.6,,0.4,4.1,27.12,82.5,1.266667,51,2010
82397,13/12/2010,1200,2.4,,25,,,,,,51,2010
82397,14/12/2010,0,,31.4,,2.7,2.4,27.34,81,3.066667,51,2010
82397,14/12/2010,1200,2.8,,24.7,,,,,,51,2010
82397,15/12/2010,0,,31.5,,5.1,2.9,27.32,77,3.4,51,2010
82397,15/12/2010,1200,10.2,,24.6,,,,,,51,2010
82397,16/12/2010,0,,31.4,,6,4.6,27.9,76.75,3.033333,51,2010
82397,16/12/2010,1200,0,,25.1,,,,,,51,2010
82397,17/12/2010,0,,31.7,,7.7,3.3,27.14,78,3.2,51,2010
82397,17/12/2010,1200,7.3,,23.8,,,,,,51,2010
82397,18/12/2010,0,,31.4,,2.9,3.9,26.68,80.75,2.166667,51,2010
82397,18/12/2010,1200,30.6,,22.3,,,,,,51,2010
82397,19/12/2010,0,,31.6,,10.1,3.2,27.56,75.5,3.166667,52,2010
82397,19/12/2010,1200,0,,23.8,,,,,,52,2010
82397,20/12/2010,0,,32,,10.5,4.3,27.58,77.25,3.333333,52,2010
82397,20/12/2010,1200,0.2,,24.3,,,,,,52,2010
82397,21/12/2010,0,,32.2,,10.3,5,28.14,76.75,3.266667,52,2010
82397,21/12/2010,1200,0.2,,25.3,,,,,,52,2010
82397,22/12/2010,0,,33,,9.8,4.5,28.36,73,3.4,52,2010
82397,22/12/2010,1200,1.5,,24.5,,,,,,52,2010
82397,23/12/2010,0,,31.9,,9.5,4.7,27.8,71.5,3,52,2010
82397,23/12/2010,1200,0,,24.5,,,,,,52,2010
82397,24/12/2010,0,,31.4,,6.6,4.7,27.58,80.75,3.3,52,2010
82397,24/12/2010,1200,5.6,,24.5,,,,,,52,2010
82397,25/12/2010,0,,31.9,,8.7,2.8,27.9,77.75,2.766667,52,2010
82397,25/12/2010,1200,2.8,,24.4,,,,,,52,2010
82397,26/12/2010,0,,32,,9.2,3.7,27.84,77.5,2.933333,53,2010
82397,26/12/2010,1200,0,,24.9,,,,,,53,2010
82397,27/12/2010,0,,32.2,,10.6,3.8,27.5,71.5,2.166667,53,2010
82397,27/12/2010,1200,0,,24.3,,,,,,53,2010
82397,28/12/2010,0,,32.2,,11.2,4.6,27.54,73.5,2.7,53,2010
82397,28/12/2010,1200,0,,23.3,,,,,,53,2010
82397,29/12/2010,0,,31.2,,7.2,3.5,27.32,78,2.133333,53,2010
82397,29/12/2010,1200,12.4,,24,,,,,,53,2010
82397,30/12/2010,0,,31.9,,9.6,2.9,28.08,71.5,3.033333,53,2010
82397,30/12/2010,1200,0,,24.3,,,,,,53,2010
82397,31/12/2010,0,,32,,9.8,4.7,27.38,70.75,2.733333,53,2010
82397,31/12/2010,1200,0,,23.3,,,,,,53,2010
82397,01/01/2011,0,,32.6,,11.4,5,28,69.5,3.133333,1,2011
82397,01/01/2011,1200,0,,23.7,,,,,,1,2011
82397,02/01/2011,0,,32.6,,10,4.3,27.94,74.5,2.8,2,2011
82397,02/01/2011,1200,0,,23.7,,,,,,2,2011
82397,03/01/2011,0,,31.5,,6.8,4.2,27.62,75.5,2.7,2,2011
82397,03/01/2011,1200,1.4,,24.2,,,,,,2,2011
82397,04/01/2011,0,,32.6,,10.8,4,27.9,73.25,2.966667,2,2011
82397,04/01/2011,1200,1.4,,23.7,,,,,,2,2011
82397,05/01/2011,0,,31.3,,6.9,4.5,26.4,82.75,2.366667,2,2011
82397,05/01/2011,1200,119,,22.1,,,,,,2,2011
82397,06/01/2011,0,,31.9,,10.1,3.6,27.74,77.5,3.566667,2,2011
82397,06/01/2011,1200,0,,24.2,,,,,,2,2011
82397,07/01/2011,0,,31.2,,3.2,4.5,27.54,75.25,2.9,2,2011
82397,07/01/2011,1200,0,,24.4,,,,,,2,2011
82397,08/01/2011,0,,30.6,,1.5,4.1,27.4,79,1.733333,2,2011
82397,08/01/2011,1200,0.6,,24.5,,,,,,2,2011
82397,09/01/2011,0,,33.5,,0.7,2.5,27.26,85,1.566667,3,2011
82397,09/01/2011,1200,2.2,,24.2,,,,,,3,2011
82397,10/01/2011,0,,28.4,,0,1.9,23.9,96.75,0.966667,3,2011
82397,10/01/2011,1200,99.3,,20.9,,,,,,3,2011
82397,11/01/2011,0,,31.3,,7,0.3,26.06,83.75,2.066667,3,2011
82397,11/01/2011,1200,19.4,,21.4,,,,,,3,2011
82397,12/01/2011,0,,30.8,,9.1,2,27.46,80.5,2.9,3,2011
82397,12/01/2011,1200,2.6,,23.7,,,,,,3,2011
82397,13/01/2011,0,,30.5,,4.1,3.2,26.88,84.25,2.466667,3,2011
82397,13/01/2011,1200,10.6,,24.1,,,,,,3,2011
82397,14/01/2011,0,,31,,9.5,2.5,26.62,75.5,2.8,3,2011
82397,14/01/2011,1200,5.6,,23.3,,,,,,3,2011
82397,15/01/2011,0,,31.5,,10.5,3.8,27.26,78.5,1.466667,3,2011
82397,15/01/2011,1200,0,,23.2,,,,,,3,2011
82397,16/01/2011,0,,31.8,,7.5,3.2,28.46,81.25,2.566667,4,2011
82397,16/01/2011,1200,0,,23.9,,,,,,4,2011
82397,17/01/2011,0,,30.8,,2.6,3.3,27.46,82.75,2.9,4,2011
82397,17/01/2011,1200,5.6,,25.1,,,,,,4,2011
82397,18/01/2011,0,,31,,5.5,2.4,26.78,85,1.5,4,2011
82397,18/01/2011,1200,9.6,,24.1,,,,,,4,2011
82397,19/01/2011,0,,28.5,,0,1.9,24.66,95.75,1.133333,4,2011
82397,19/01/2011,1200,40.6,,22.6,,,,,,4,2011
82397,20/01/2011,0,,28.2,,0,0.4,24.74,91.25,0.766667,4,2011
82397,20/01/2011,1200,87.4,,22.3,,,,,,4,2011
82397,21/01/2011,0,,30,,1.7,0.8,26.02,91,1.1,4,2011
82397,21/01/2011,1200,0,,23.9,,,,,,4,2011
82397,22/01/2011,0,,28,,1.2,1,24.58,91.75,0.766667,4,2011
82397,22/01/2011,1200,53,,22.1,,,,,,4,2011
82397,23/01/2011,0,,30.2,,4.7,0.7,26.3,85.75,1.866667,5,2011
82397,23/01/2011,1200,0,,22.7,,,,,,5,2011
82397,24/01/2011,0,,28.6,,0.3,1.6,24.56,94.75,1.2,5,2011
82397,24/01/2011,1200,3,,22.1,,,,,,5,2011
82397,25/01/2011,0,,27.2,,0,0.4,23.78,88.5,0.433333,5,2011
82397,25/01/2011,1200,126.3,,21.9,,,,,,5,2011
82397,26/01/2011,0,,31.6,,10.3,0.8,26.04,80.5,2,5,2011
82397,26/01/2011,1200,4.1,,20.8,,,,,,5,2011
82397,27/01/2011,0,,31.2,,9.6,2.7,27.08,82.5,2.366667,5,2011
82397,27/01/2011,1200,2.8,,23.2,,,,,,5,2011
82397,28/01/2011,0,,29.8,,0.9,2.9,26.04,90.25,1.966667,5,2011
82397,28/01/2011,1200,36.3,,23.7,,,,,,5,2011
82397,29/01/2011,0,,30.6,,7.9,1,26.44,87.5,1.333333,5,2011
82397,29/01/2011,1200,9.7,,23.5,,,,,,5,2011
82397,30/01/2011,0,,29.3,,2.7,1.8,25.2,93.25,0.766667,6,2011
82397,30/01/2011,1200,8,,20.9,,,,,,6,2011
82397,31/01/2011,0,,29.7,,3.7,0.8,26.08,88,1.8,6,2011
82397,31/01/2011,1200,19.8,,22.9,,,,,,6,2011
82397,01/02/2011,0,,31.8,,10.4,,27.4,82.25,2.74368,6,2011
82397,01/02/2011,1200,0.8,,23.5,,,,,,6,2011
82397,02/02/2011,0,,31.4,,8.4,,27.38,82.25,2.22924,6,2011
82397,02/02/2011,1200,1.1,,24.1,,,,,,6,2011
82397,03/02/2011,0,,31.8,,9.5,,27.58,79.5,3.4296,6,2011
82397,03/02/2011,1200,0,,24.3,,,,,,6,2011
82397,04/02/2011,0,,31.5,,10.8,,27.52,79,2.22924,6,2011
82397,04/02/2011,1200,6.2,,24.1,,,,,,6,2011
82397,05/02/2011,0,,31.7,,7.7,,27.3,80.5,2.91516,6,2011
82397,05/02/2011,1200,0,,23.7,,,,,,6,2011
82397,06/02/2011,0,,31.7,,10.9,,27.16,78.75,2.05776,7,2011
82397,06/02/2011,1200,0,,24.1,,,,,,7,2011
82397,07/02/2011,0,,32.7,,9.9,,28.02,74.25,2.5722,7,2011
82397,07/02/2011,1200,0,,24.4,,,,,,7,2011
82397,08/02/2011,0,,32.6,,10.8,,28.2,73.5,3.4296,7,2011
82397,08/02/2011,1200,0,,24.1,,,,,,7,2011
82397,09/02/2011,0,,31.8,,10.4,,28.04,75.75,2.40072,7,2011
82397,09/02/2011,1200,0.4,,25.4,,,,,,7,2011
82397,10/02/2011,0,,29.3,,2.8,,25.64,91.75,0.8574,7,2011
82397,10/02/2011,1200,15.2,,22.8,,,,,,7,2011
82397,11/02/2011,0,,29.5,,0.6,,26.1,87,2.22924,7,2011
82397,11/02/2011,1200,41,,22.6,,,,,,7,2011
82397,12/02/2011,0,,28.2,,0.4,,25.68,94,1.37184,7,2011
82397,12/02/2011,1200,4,,24.4,,,,,,7,2011
82397,13/02/2011,0,,31,,5.8,,27.04,84,1.7148,8,2011
82397,13/02/2011,1200,26.8,,23.4,,,,,,8,2011
82397,14/02/2011,0,,29.4,,3,,25.38,88.75,1.7148,8,2011
82397,14/02/2011,1200,51,,23.7,,,,,,8,2011
82397,15/02/2011,0,,28.5,,0,,25.12,94.5,0.68592,8,2011
82397,15/02/2011,1200,13.2,,22.9,,,,,,8,2011
82397,16/02/2011,0,,30.4,,4.4,,26.1,84,1.88628,8,2011
82397,16/02/2011,1200,57.2,,22.5,,,,,,8,2011
82397,17/02/2011,0,,29.7,,2.7,,25.84,86,1.37184,8,2011
82397,17/02/2011,1200,1.6,,22.7,,,,,,8,2011
82397,18/02/2011,0,,30.3,,4.2,,26.36,84.75,2.74368,8,2011
82397,18/02/2011,1200,1,,22.7,,,,,,8,2011
82397,19/02/2011,0,,30.9,,6.8,,27.14,83,1.7148,8,2011
82397,19/02/2011,1200,2.8,,24.2,,,,,,8,2011
82397,20/02/2011,0,,29.2,,2,,25.9,88.5,1.88628,9,2011
82397,20/02/2011,1200,1.7,,23.9,,,,,,9,2011
82397,21/02/2011,0,,31.1,,9.8,,26.56,83.75,2.40072,9,2011
82397,21/02/2011,1200,33,,22.9,,,,,,9,2011
82397,22/02/2011,0,,31.3,,10.1,,27.18,81.5,2.74368,9,2011
82397,22/02/2011,1200,11.8,,23.3,,,,,,9,2011
82397,23/02/2011,0,,31.9,,6.3,,27.48,84.75,2.40072,9,2011
82397,23/02/2011,1200,1.4,,23.9,,,,,,9,2011
82397,24/02/2011,0,,31.8,,9.8,,27.68,79.75,2.5722,9,2011
82397,24/02/2011,1200,0.2,,23.9,,,,,,9,2011
82397,25/02/2011,0,,28.8,,0.4,,25.62,94.25,0.51444,9,2011
82397,25/02/2011,1200,6.2,,24.3,,,,,,9,2011
82397,26/02/2011,0,,30.6,,4,,25.86,90.25,0.8574,9,2011
82397,26/02/2011,1200,29.8,,23.1,,,,,,9,2011
